28726847	27412866	29168781	25268926	27333919	26810477	29331815	29646037	26525790	28361207	28387187	25459879	26813260	27282291	26248960	27696190	27731442	26967204	23421388	28661904	26807222	28576775	23926603	28976822	27915380	25278314	27321972	30899653	28666931	28182125	27884340	27730216	28503487	25173344	27488119	28006669	28255667	28389085	27205849	27816128	27924586	23487755	27218859	29631504	27192835	30424149	25709800	26654985	25722551	30082384	30612888	28959247	25759586	28680016	23094393	30253421	26224674	29178466	27381972	29834527	27661332	26329213	24483009	26147017	29374674	27269439	30212503	32547081	25111549	26057099	27788401	25829586	27973436	26056493	26307880	29807700	27030094	25074948	28115855	27066398	27939025	27115212	28764816	25125460	27421085	29942687	24727840	24835952	25618272	24715768	28016846	28328143	26829480	29428243	27157448	27408607	28190738	28922602	27784485	29925621	
23560311	22606495	23802922	21395192	22465565	22210547	24476393	23884478	21518282	23818576	24083541	19675829	23254888	22331096	20402166	21684603	21950300	22904762	18899350	23046063	22131805	23553448	18574786	23118602	22164636	20073976	22671282	24106891	23152241	22479070	22192117	21388593	23253459	22216927	23928771	21510602	23037969	21390428	22476200	21772597	22265374	19890682	22592033	23350990	20169565	25315795	22317760	21177157	22539506	22887038	25555935	24267085	21354580	23389529	20622912	25009852	20616591	23065171	23185436	22948550	22896796	23843162	21602808	21805565	23268708	24554380	23125962	25454577	21432728	20379746	21880252	20490339	22493632	21070354	22854322	23287880	21227368	20678430	23410545	21796594	21830468	23677675	22186569	20717131	23532251	24737190	20460608	20550241	19614653	19577444	24097575	20256181	22493952	25066172	21370176	21839125	22864365	20883993	21557986	22156094	
25341320	23839681	25881918	21264377	23687920	22717402	26158468	25921093	23401425	24323868	24799216	22520478	23596719	24760775	22602311	23869573	23557858	24917440	21801386	25818595	23760735	24690832	19925786	25167470	23791633	21784365	24105084	26310213	24831616	24817940	23913609	25802398	25459009	22212840	24709043	22819556	26118590	24828069	23606782	24571521	25433803	20722118	24181060	23114493	22497333	25829283	25408933	23922981	26378872	25413474	25238895	26260051	23844947	24474971	21896242	27474674	22266717	25251220	23979942	25029351	22785473	22322151	23592369	23759306	24655029	25625368	25072043	27456282	23223792	23236123	24111263	23610204	25471099	22263083	26363103	25708596	23641769	21278526	25311026	24834610	23657386	23972076	23461421	23180427	26471032	26370007	23908276	23047810	21094232	20836746	25257906	23799937	25020532	27431434	23123612	22527870	25563422	24124026	25178398	25486123	
25138361	24373344	25481494	22396012	24369712	24409576	26978556	27029917	24205160	25379307	26741689	22654820	24961018	25336177	23852822	25024449	24736042	25623583	22615999	26076104	24000489	25932330	20407316	26261149	24340484	22246386	24791525	27321183	26139554	25738890	25211465	24075555	24128801	22179469	24311238	22971233	26199807	24701219	23777890	23843331	25038667	20322731	24591610	23765485	22500368	28246315	24642263	25295772	25853154	25737857	24752938	26987567	22483071	25775079	22081264	28576703	23113331	24053092	24919865	25363609	24784372	25172859	23968041	24499622	25010562	25006486	26015679	29672248	22266799	24134775	23249626	24428270	26069090	23358835	24321617	25578741	22737145	21185314	25993029	24912119	24686610	25483209	24189627	22619852	25666800	26829255	23995458	21780495	21323879	20697448	23878087	21767470	24255447	27154137	22958244	22672127	25571652	24942737	24668751	24974253	
30146749	29312102	30757527	26208807	28693444	30130859	31706450	32873826	26915593	30634753	31392038	26708228	28425637	28002260	29965670	29174668	29790248	30142167	26739698	29600802	27895048	29765895	24463682	29810161	28171949	25691865	29123963	30192812	29522591	30388750	29238844	28325856	28152257	26643360	27955837	29075153	29664812	29366661	28119492	29205350	27345925	25546079	27528590	28095598	27154471	33660132	28721298	27991504	30125069	29610806	29459803	31156999	26159747	29264879	25811367	30937901	28038011	29306052	29464897	30537400	28768967	29574703	26676158	26557998	29094802	29734765	30684622	33431457	26637262	27382474	27921738	27423124	29797750	26331636	29170703	30685779	28069513	26825836	28583704	28174805	29019978	29477548	28980490	24545802	29718668	31104025	26314484	26847652	25810674	26179144	27953892	28266385	29560874	31318295	27543449	27537897	29432733	29816216	30001833	30336737	
27175984	27208256	26628559	22868969	26889974	27192061	29218224	28162256	23955719	27447319	29192693	24702212	26565983	25571403	26503386	26420000	25788167	26860832	21754321	25693334	25561758	26328543	22445755	28512415	26389505	21693563	28151757	29705717	27647897	27285904	27342224	27373534	26158439	25736759	26136194	25441162	27716623	27978913	25456168	26115439	25827390	24942776	27966976	26684879	25320366	28950510	26474377	26732497	26416679	27936755	28656429	27884500	24651087	27770013	22847344	29155844	25860236	27547310	28347782	28235164	28032253	25019863	24834083	26317401	26032793	27005546	26728748	29995588	25504638	25850845	26951973	24324144	26817436	24486940	26345086	29436063	25227376	25400384	27735050	25225550	24917333	27635380	27620733	22624479	28238416	27986899	26569016	25335945	23687176	23324402	27781517	25642031	28458971	29890407	27195327	25041136	28394034	25284198	27458818	27776975	
26779021	26426248	27112462	24152275	25334193	26268009	28855431	29073007	24613358	25851349	28608937	26011052	24923462	26167684	28097712	24849028	26993483	27013288	23591214	27067101	25375114	26506240	22975408	28396311	26570204	24042621	26641063	29522713	27867797	26579639	28097790	24881439	27476733	23079347	27396447	26691170	27810408	26061145	25767588	26488408	26252588	23286251	24546287	26282248	23988081	29036919	27676123	25485657	26846761	27432140	27124348	28164698	25444581	27734409	23840340	28954729	25439481	27040014	27343568	26947547	25389765	25636729	24774805	25613886	27494467	25392656	28075779	30751497	23938186	24971234	27051852	24319231	25738375	24472168	27572984	28369053	26415608	25246351	26254858	25508916	25279564	25669907	26544021	22681771	26637116	28727516	25481741	23399676	22443234	22039509	25988885	24555929	26538106	28971905	25948135	24836715	26358157	25933960	26349237	27773392	
26986474	27473199	26632724	23721484	25032397	27334455	27360374	28012263	23603108	26393529	29673844	23895609	27377416	25626365	26263840	26231921	27161617	27099310	24963815	27593827	26499895	25564995	23218762	28820450	26640047	21985577	26009307	29393605	28438562	26769307	27121329	28579990	26600179	24933419	24872131	25205430	28209698	27313024	27373693	26316481	25646139	24443104	27228618	26149353	25875644	29911782	28591444	25802249	27885647	26592823	28618253	27194208	25099500	28080714	24442780	28058333	26290161	27567468	27674549	27409071	27082803	26516321	24377266	27255620	26785880	27932353	26583857	29472984	24843624	25956992	26986863	24824548	27485449	24463932	26165396	27260261	26207026	25048977	26717018	26966576	26562223	28007450	27589587	24271349	28251146	27395168	25661254	25796763	22845227	23879358	26957051	24399094	27498429	30043578	26153964	25346786	27510631	26146563	27180394	26932417	
24993857	23299489	22435204	23077324	23655209	23327624	24797566	25631151	22691259	23238121	25436543	22033122	22944127	23215992	24015844	22698182	23594663	22411709	21817604	24618113	21734544	23256801	20884284	23920332	21267525	20602281	22857410	24626158	24404869	23826407	22273144	21846907	23703458	20633490	23047493	21852333	24313743	24646406	22003977	25488297	22479871	21650774	22155561	24033882	22174370	27494927	23819000	23474401	23058753	24159499	24389757	24887783	22303570	24148323	21615184	24532318	22707576	25036362	22648790	23901876	22225479	22028124	22581494	22297264	24804013	23135405	25270357	27322142	20716521	22023323	24210449	21751164	24256763	19593795	23098957	26054124	22802408	21569681	23296804	22412134	20903843	23705851	23692821	21021434	23726472	25865426	20979033	20851479	20084328	19732368	23668847	24097710	22678923	26290082	21994418	20271737	25296865	21887163	23898722	23513952	
27530460	26725969	27172012	24070057	27624868	27723852	29320286	29086165	25818104	27168404	29672056	25449662	25912121	27835313	27064319	26334089	27440515	26600959	24031197	26139978	25826501	26750284	23128868	27324919	26140056	23959215	27011276	28009830	27113202	26832369	25930872	25184216	28734627	25449002	27449820	25198920	28629799	26945975	24207157	27584917	25950372	24367685	26080240	26143272	25379263	29410784	26970105	26165022	28973222	27661820	29422573	29828294	24469218	27865243	22355081	29079138	25668653	26319965	28470587	29645928	25821262	25811734	26191358	25333108	26874573	30077674	26984403	29872630	24747020	27202904	26720890	23738648	26923233	22664882	28191891	28767148	26401720	23858589	25772322	25381010	25160518	25653120	27282079	25652826	27603831	29209419	24633012	24471715	23515771	23737125	25603602	25078375	26924178	29373421	25268762	26407905	26917291	27169273	29294876	28809295	
