86	80	14	3	86	12	14	6	7	35	92	90	95	44	74	28	42	72	7	1	33	93	4	55	57	47	40	87	68	12	97	34	21	28	14	87	68	51	29	86	79	61	85	1	37	29	10	47	64	37	21	40	91	12	31	10	31	65	33	92	21	82	43	41	43	17	48	14	83	46	23	31	4	68	87	92	90	92	54	73	51	51	87	13	36	53	69	55	13	44	36	48	22	8	88	46	12	44	15	80	82	25	32	33	23	50	63	57	22	77	63	77	95	29	80	84	37	50	28	6	60	4	57	8	50	83	35	5	38	47	47	88	4	94	36	98	4	85	24	94	12	46	24	58	23	54	6	14	74	53	9	87	9	50	47	99	80	100	100	13	71	49	19	71	35	31	76	23	13	80	14	74	22	36	50	38	15	25	66	1	55	51	50	67	99	94	59	0	22	51	23	28	0	77	5	93	22	22	48	1	64	74	71	19	100	76	18	85	39	33	93	27	52	59	63	91	16	65	43	24	9	5	67	60	76	70	99	29	81	37	49	44	52	9	36	65	61	52	48	70	92	39	14	28	4	99	56	43	8	7	13	32	56	92	16	43	4	88	34	30	24	42	23	22	36	24	83	7	39	89	6	14	54	31	64	64	72	54	80	27	28	87	7	89	74	98	96	72	84	27	66	28	9	11	3	12	70	91	8	41	47	88	25	73	20	2	66	98	8	37	93	97	72	73	54	39	45	0	84	28	13	22	76	21	66	37	13	55	96	69	7	71	73	71	2	82	0	10	4	90	79	76	88	50	43	61	26	73	27	64	51	94	99	98	88	91	61	94	92	38	55	84	18	62	8	78	17	37	81	58	35	25	4	58	10	68	12	39	10	19	80	2	13	77	92	43	48	10	80	44	18	46	35	74	11	3	18	17	53	74	
50	62	24	80	66	74	23	76	8	13	98	59	54	19	98	87	3	94	93	20	94	95	18	33	34	90	47	40	80	89	100	45	19	88	91	90	72	22	75	35	39	80	0	77	4	75	84	33	9	38	23	59	61	26	30	74	12	39	87	70	62	84	42	82	39	12	92	96	61	33	0	21	47	62	72	38	39	86	1	65	61	27	83	39	7	4	3	27	62	79	28	94	73	18	2	17	14	25	75	56	9	63	40	63	22	75	28	21	93	62	52	49	2	15	60	25	87	68	14	11	88	44	43	73	54	54	53	56	39	93	93	80	72	32	12	81	25	63	37	17	97	96	99	70	37	20	90	54	62	50	87	65	74	18	19	48	65	3	52	54	46	50	65	79	61	62	56	39	57	49	39	16	49	9	100	94	39	52	79	8	69	23	80	68	2	40	47	55	31	37	19	32	0	95	56	60	46	39	78	75	97	62	60	96	38	5	62	61	48	100	80	1	18	59	28	76	38	30	100	47	28	26	59	58	90	78	74	56	24	83	16	71	23	33	79	40	12	42	30	65	16	53	88	50	100	2	40	54	58	37	47	23	35	98	87	95	3	63	25	91	97	68	50	46	2	48	42	15	98	42	69	0	14	72	72	5	4	45	40	100	51	25	64	59	44	83	43	0	95	48	75	93	53	31	98	51	93	46	36	40	61	90	85	17	77	0	54	51	68	0	17	31	86	13	100	52	30	39	42	49	4	10	12	16	15	33	8	10	70	81	40	7	0	47	77	21	92	6	70	36	5	34	42	37	37	18	67	44	31	25	96	56	60	47	11	28	7	69	34	95	30	78	88	28	14	38	6	46	75	34	42	11	12	45	80	18	12	19	75	82	45	32	6	88	29	14	46	88	68	32	30	86	78	9	32	89	20	0	42	94	
54	37	3	38	36	1	69	14	36	12	2	33	87	61	85	52	6	59	75	81	96	17	17	73	2	84	20	27	44	97	92	49	76	25	44	13	67	10	11	54	63	68	70	38	59	0	9	23	58	88	100	19	98	68	83	46	50	65	43	24	15	25	59	37	49	92	92	13	13	36	44	96	65	66	42	88	81	20	93	78	71	29	98	89	73	6	66	62	68	55	100	5	56	75	39	32	63	29	18	29	78	24	22	56	13	48	75	20	61	85	10	48	67	32	33	37	68	2	52	53	40	18	4	8	97	73	70	52	2	93	30	73	65	68	89	38	6	18	21	3	51	87	25	42	79	34	80	93	27	40	77	73	50	43	10	17	29	55	23	9	65	80	95	44	47	41	14	82	44	41	74	50	84	96	76	72	83	42	63	39	45	61	90	53	31	53	48	17	22	94	24	19	7	57	35	78	14	33	63	14	35	45	34	1	96	26	97	78	93	35	60	77	16	49	88	64	42	32	28	28	53	15	50	22	30	25	99	8	32	88	85	30	78	6	96	36	33	71	15	61	2	64	38	92	64	21	42	30	94	77	53	76	16	83	70	87	30	4	46	76	100	13	79	4	22	16	91	56	43	20	2	96	93	81	54	56	29	15	54	18	67	11	99	22	25	33	75	17	84	73	12	28	17	100	29	42	19	35	14	55	65	38	65	9	36	70	39	62	76	26	91	70	53	96	60	65	41	84	54	89	38	79	93	82	94	48	13	70	63	50	79	39	49	12	32	88	56	83	23	20	88	44	94	95	12	22	52	57	53	14	77	90	96	76	65	90	97	81	92	47	27	64	29	2	57	24	82	51	63	18	39	33	78	19	87	2	79	16	53	44	21	83	77	83	21	57	17	35	65	91	24	80	5	64	33	75	6	7	49	75	
26	53	21	72	91	55	29	10	4	47	99	75	63	51	89	57	76	17	65	28	1	8	10	9	8	88	96	79	60	71	79	54	9	100	85	7	66	26	64	10	72	48	72	46	83	9	57	90	40	2	72	53	93	85	83	25	71	30	28	86	58	75	12	32	33	96	36	100	97	58	0	87	43	20	46	66	16	22	93	33	47	48	21	22	25	50	39	56	85	87	16	91	84	35	43	74	68	49	34	21	55	26	13	25	22	48	26	46	49	14	38	80	70	87	59	22	64	98	24	47	10	33	58	6	87	89	70	66	89	99	6	38	68	84	37	36	39	9	83	82	93	16	57	74	63	82	38	14	51	25	73	61	61	27	42	75	80	12	73	39	93	36	91	90	18	23	84	2	75	57	43	83	58	56	91	38	18	73	18	48	34	12	8	85	80	98	83	33	100	15	88	35	33	28	23	6	88	22	25	85	57	33	90	53	19	1	95	31	79	32	40	89	35	66	7	89	39	84	49	42	73	75	34	57	70	16	18	93	2	67	19	53	10	31	57	64	77	97	15	34	99	63	63	49	28	44	87	92	83	77	65	27	40	68	16	85	87	85	42	91	46	0	36	59	41	39	9	14	5	10	52	21	67	49	59	33	85	82	40	87	81	52	15	47	15	34	4	77	91	24	21	46	68	26	62	95	15	57	74	98	75	73	53	3	35	53	35	50	48	59	56	45	83	21	25	85	7	66	36	68	29	22	22	77	41	8	96	47	21	90	11	68	73	77	50	13	62	92	87	19	20	3	3	89	55	47	85	89	9	43	60	96	76	51	27	19	75	43	6	92	83	4	6	70	82	88	45	9	44	66	64	87	56	40	100	89	92	83	21	16	60	76	66	6	82	94	41	88	14	10	44	5	38	76	76	23	64	15	59	65	
66	46	30	21	56	49	17	86	64	42	76	65	35	19	6	44	5	34	6	15	63	4	32	98	76	47	40	1	33	64	43	48	19	93	93	26	30	37	12	72	83	4	11	93	0	56	21	61	14	64	12	43	21	31	38	32	75	88	96	79	26	33	31	3	16	11	68	17	24	34	99	45	54	88	16	5	91	43	46	34	81	50	25	9	54	87	72	16	0	34	73	0	29	83	27	9	63	94	52	35	81	7	18	38	67	51	32	97	51	21	81	85	94	84	76	68	31	0	64	31	15	47	3	61	20	80	21	70	12	25	37	47	65	22	52	15	69	68	100	52	5	25	13	13	12	91	60	32	71	42	81	59	48	72	24	8	19	40	6	1	85	28	95	3	32	49	62	85	23	11	63	95	60	22	84	6	34	31	41	7	96	80	36	71	91	65	27	20	44	60	91	76	53	62	2	62	30	16	53	34	27	17	25	23	66	64	53	11	58	47	87	44	47	93	11	22	90	91	59	98	46	97	27	5	65	12	54	13	69	26	30	43	62	13	76	48	100	15	40	19	98	86	92	15	16	57	15	20	11	71	8	22	30	90	72	40	98	94	74	72	0	2	75	72	77	34	37	98	18	66	12	73	9	60	13	32	95	69	4	26	9	32	19	81	56	38	8	51	31	5	93	34	64	34	88	33	13	63	48	45	55	11	77	84	18	66	37	88	72	36	100	86	53	33	95	52	51	23	86	6	33	14	69	72	30	45	77	30	75	88	43	99	59	46	54	85	70	56	77	54	54	20	76	58	37	2	56	40	25	44	29	43	15	97	96	34	35	10	41	77	27	84	18	80	47	12	65	89	34	79	0	70	50	90	69	89	27	87	91	68	57	22	58	24	8	34	54	80	99	14	70	4	100	17	23	3	41	51	29	52	
30	47	31	42	70	18	46	88	55	2	57	58	1	23	62	85	82	91	7	49	52	59	36	54	92	14	24	67	22	83	52	95	23	76	14	67	62	20	42	100	69	78	92	79	94	53	36	24	99	16	84	91	74	20	87	7	47	63	10	99	2	56	83	21	99	5	82	100	51	52	75	80	59	99	28	0	3	70	18	61	41	37	77	72	97	66	65	67	78	71	21	6	43	8	56	28	68	60	31	57	0	63	68	70	66	0	22	98	73	20	53	64	94	63	39	40	53	81	85	63	93	56	11	80	96	74	94	30	13	88	84	70	27	41	89	82	99	28	61	79	55	30	56	85	20	37	86	71	34	17	56	79	20	68	52	46	10	93	73	64	16	26	19	84	97	8	59	94	65	98	53	20	80	21	29	51	55	81	100	50	31	86	76	9	51	47	94	48	85	46	42	15	44	20	59	59	39	97	95	77	22	9	78	29	75	100	63	99	88	51	15	93	86	20	41	5	69	66	15	9	41	41	7	27	37	42	30	42	66	35	59	97	48	2	34	48	80	88	60	81	100	84	36	27	7	4	16	6	53	24	28	96	35	92	64	93	65	10	28	33	64	12	91	94	38	44	30	21	59	78	58	86	79	74	78	44	44	58	30	60	4	68	99	45	65	76	67	47	4	73	73	47	41	44	5	72	24	85	16	52	94	62	82	53	32	52	59	23	41	28	69	86	94	2	29	53	68	2	26	66	88	18	58	38	34	34	55	63	22	54	58	5	67	69	64	80	22	14	21	97	94	93	12	42	53	3	17	20	18	15	67	32	33	75	48	94	52	73	39	94	75	19	76	92	2	39	9	23	6	85	86	41	25	87	90	18	97	42	22	95	20	75	5	74	16	46	94	54	22	89	81	1	42	45	87	5	67	76	68	36	
18	23	71	17	86	70	24	58	34	77	56	45	8	31	1	18	36	86	98	57	62	71	92	90	64	22	19	84	62	94	46	53	93	94	13	43	83	38	15	21	61	94	22	50	97	15	69	82	28	52	20	56	29	27	100	93	42	48	98	2	74	40	68	37	84	70	30	47	88	35	96	47	90	47	42	71	72	90	81	52	63	46	31	94	11	68	12	51	43	83	10	37	42	86	29	70	69	8	21	67	70	59	31	48	95	7	28	0	93	73	84	50	0	54	74	49	78	4	61	3	12	99	56	11	65	85	55	43	52	18	15	6	58	16	74	32	90	43	79	48	81	84	83	31	50	84	72	27	40	54	33	95	76	26	70	69	89	4	98	88	28	34	24	62	35	18	21	86	31	66	70	70	86	46	54	19	29	1	79	85	90	39	35	66	5	54	9	9	67	50	69	57	0	9	20	29	43	83	19	80	61	17	55	57	44	22	7	85	36	61	19	25	62	90	25	21	21	29	21	9	54	68	68	46	98	69	24	2	67	30	50	60	98	23	45	73	41	90	65	96	67	52	75	88	73	94	85	87	33	77	43	93	56	74	1	8	18	12	6	90	20	8	49	31	10	100	51	9	63	2	45	29	59	75	83	89	48	55	41	92	23	63	36	51	93	40	15	94	99	85	65	67	63	86	23	66	31	0	38	53	50	61	55	41	24	96	14	82	53	86	46	3	59	15	97	83	42	15	16	41	91	98	7	0	71	19	77	82	41	57	63	13	82	12	6	81	24	62	66	49	14	76	43	64	2	24	50	47	4	35	64	88	22	64	7	91	69	95	79	21	4	37	33	59	32	68	51	39	89	27	23	26	18	14	53	33	92	80	15	67	13	86	15	37	2	9	40	7	4	52	15	17	60	100	5	24	51	82	77	34	
75	82	30	93	29	57	86	64	13	45	97	33	77	44	29	30	67	56	78	33	38	1	29	64	78	77	47	38	30	12	60	42	64	21	28	32	55	70	7	82	21	58	41	70	29	20	95	67	76	36	2	24	11	91	68	29	97	13	63	47	58	69	82	18	77	80	89	96	29	64	69	8	31	7	37	67	73	78	4	40	95	51	18	88	3	64	92	19	2	42	42	11	89	40	53	4	53	37	88	59	3	15	24	34	88	0	5	53	66	68	68	26	61	21	97	69	31	19	44	100	64	51	37	90	69	24	0	99	9	9	13	69	37	68	23	24	53	72	37	16	81	85	70	78	5	99	4	44	82	27	55	98	55	67	63	49	70	16	52	0	61	74	96	56	59	79	88	27	63	97	49	46	20	44	10	36	32	5	45	78	79	30	20	69	26	43	23	16	46	41	4	25	98	41	95	86	20	90	62	100	62	50	0	37	60	43	55	81	91	51	60	5	70	22	72	7	45	85	56	91	64	5	94	48	10	61	0	35	26	50	84	51	2	79	62	50	64	17	88	68	96	75	29	100	80	17	69	6	59	19	1	87	35	9	39	49	28	16	16	99	25	38	49	76	42	53	28	99	100	39	72	53	67	87	23	11	1	47	23	27	66	29	32	19	59	3	43	25	24	69	73	75	41	84	0	78	59	47	21	47	55	98	15	16	53	1	60	35	41	70	59	73	94	61	44	58	86	90	65	26	100	72	71	76	71	88	43	61	99	58	0	78	49	6	80	75	48	41	15	13	89	38	86	23	60	95	58	34	6	92	77	45	89	47	100	16	31	59	23	27	70	84	100	70	95	62	1	41	37	45	23	34	27	66	100	45	91	94	46	40	1	49	2	21	19	58	77	58	29	94	8	11	95	91	46	65	82	34	50	6	
27	86	99	39	41	16	6	13	30	13	66	39	65	85	75	27	81	9	34	29	79	69	39	66	81	71	90	83	42	43	58	7	73	79	71	71	90	2	34	50	97	92	94	46	84	22	20	11	26	75	30	71	59	31	69	90	25	31	68	76	99	30	54	56	71	5	21	61	68	63	62	58	12	73	62	92	12	7	83	69	48	58	14	21	2	82	30	50	39	17	53	37	26	41	32	46	35	33	32	63	62	25	3	22	18	64	64	33	55	33	40	64	33	12	29	71	6	55	8	41	47	11	9	23	39	80	35	58	45	87	15	10	91	89	33	36	73	42	82	31	16	90	71	8	39	30	60	18	66	45	97	0	99	74	49	14	64	54	92	95	99	16	55	85	20	70	69	98	41	4	51	30	90	69	39	36	8	2	79	29	63	97	68	67	3	12	33	5	29	78	7	98	30	79	66	64	15	74	53	25	31	87	3	90	53	37	42	56	84	1	58	61	3	19	97	74	0	78	77	20	94	2	77	44	84	64	54	40	59	72	95	17	29	8	47	43	51	48	76	72	19	95	97	75	26	51	48	6	37	57	4	94	30	92	43	57	41	1	9	66	67	38	79	93	77	46	61	59	58	56	19	67	22	3	9	62	100	4	78	19	61	12	26	98	33	32	44	39	28	99	60	88	24	12	55	47	86	72	30	17	5	23	30	5	49	8	61	88	77	96	25	16	3	38	93	5	77	75	88	10	17	62	77	70	8	48	98	68	82	79	44	21	99	24	92	61	21	23	40	16	30	79	22	15	38	17	26	8	28	100	14	95	92	6	94	28	79	7	19	84	62	65	28	11	16	97	76	88	57	83	68	18	49	22	61	47	24	59	26	59	84	59	44	44	95	2	1	33	1	42	0	93	92	38	22	46	95	4	27	96	
42	63	92	15	57	13	10	82	49	7	82	24	77	58	32	5	30	18	39	49	44	77	65	7	75	100	10	57	28	10	93	25	57	63	58	94	61	89	6	78	18	11	43	82	80	81	70	22	88	63	8	3	19	73	43	12	45	87	82	37	25	34	10	84	57	84	11	13	1	54	91	75	91	90	59	86	14	61	49	32	30	98	60	76	38	64	7	62	91	8	32	49	35	33	5	75	79	76	41	0	19	18	6	30	30	6	8	58	4	99	58	31	47	1	88	45	43	23	9	18	78	27	87	66	33	4	93	8	95	5	72	97	36	76	93	39	91	56	66	55	77	0	46	18	7	17	52	38	14	14	15	41	35	48	74	21	38	9	98	40	35	69	69	70	57	60	15	99	21	48	15	79	84	73	75	27	15	27	29	10	81	69	11	21	7	26	20	11	31	27	49	57	16	15	89	85	74	40	80	74	84	20	73	64	88	73	99	91	71	18	87	12	93	48	22	70	53	81	47	57	12	33	94	28	35	8	9	99	37	51	94	98	31	2	92	62	85	93	2	23	52	50	92	2	3	93	46	78	63	26	55	84	55	21	2	43	87	95	18	15	66	59	75	38	69	20	67	39	99	74	59	49	64	2	22	89	69	12	37	26	93	96	7	72	2	9	15	0	81	39	73	54	72	89	67	84	96	12	55	48	43	77	3	75	31	89	52	81	43	76	7	69	62	65	78	46	48	42	18	32	48	64	28	56	75	15	56	51	95	33	1	32	54	74	26	14	84	58	100	38	47	41	39	23	29	42	13	10	82	56	76	69	86	79	75	67	58	74	89	77	27	96	80	57	71	75	65	54	60	81	31	25	38	41	77	43	77	96	56	51	74	71	19	40	11	11	6	40	21	54	10	69	92	94	60	14	79	8	44	7	
