50	57	48	65	31	52	100	82	9	77	14	54	96	7	25	61	50	46	21	58	52	7	99	78	99	94	72	96	97	8	58	95	89	0	12	11	22	69	8	96	85	75	72	40	31	5	87	76	74	4	40	69	88	51	30	19	100	86	51	1	11	72	7	82	57	60	11	9	1	22	88	19	77	6	19	94	46	14	62	55	65	96	36	33	41	69	100	82	94	94	8	71	39	74	91	25	5	63	28	17	
49	54	25	48	52	76	68	1	12	2	1	68	100	36	14	43	51	37	52	72	56	47	56	7	71	25	4	54	47	13	87	8	79	62	67	83	22	13	88	72	79	97	18	0	33	66	62	50	50	38	1	50	83	57	25	42	24	2	88	11	30	85	91	84	32	24	87	99	35	43	99	29	46	30	71	3	39	46	11	98	87	44	15	23	60	40	72	90	58	28	92	50	99	57	61	87	19	99	2	92	
15	77	99	87	59	61	89	76	40	73	18	24	8	17	46	90	62	86	30	92	65	30	84	19	89	50	53	93	99	30	56	57	10	24	17	64	63	41	31	42	5	17	41	39	34	78	17	75	44	78	64	74	99	98	15	77	31	64	4	95	10	5	4	85	58	35	1	18	43	6	63	14	55	79	51	95	100	17	31	66	78	27	91	53	46	97	84	86	7	10	33	74	60	50	15	67	90	92	50	96	
33	87	66	12	88	59	49	69	71	84	46	63	31	63	88	18	26	55	75	83	98	5	25	41	2	20	12	47	88	45	97	42	63	42	87	95	35	21	85	59	19	36	90	37	6	34	75	62	89	69	75	10	31	67	14	77	82	82	4	2	35	23	78	88	86	70	40	71	36	95	64	15	21	69	56	3	1	25	82	50	67	70	23	3	40	85	89	34	33	92	99	22	89	44	49	55	13	29	81	63	
45	65	10	25	61	54	72	27	71	21	42	61	81	26	24	20	14	55	65	53	65	95	80	52	79	97	34	98	94	57	90	88	24	42	16	14	88	3	49	32	37	14	43	1	18	76	45	18	94	21	50	78	91	79	17	19	30	37	1	81	95	95	63	87	16	36	85	76	94	0	30	1	1	54	28	67	24	31	4	0	69	10	54	45	74	98	53	87	55	100	33	41	60	56	44	98	44	82	2	53	
32	99	23	93	92	43	32	81	65	55	91	84	78	11	94	14	40	54	20	68	66	33	74	21	85	13	97	66	15	85	9	99	90	3	22	65	24	65	14	30	60	12	24	66	77	91	70	10	68	76	22	20	84	9	54	35	27	12	18	79	92	79	66	88	10	34	45	85	1	88	98	1	84	53	64	77	2	82	32	12	92	66	24	58	23	50	22	34	84	24	62	67	9	47	18	19	31	49	32	33	
27	53	1	20	43	25	21	27	60	97	54	81	65	74	48	86	92	12	41	46	0	90	47	56	41	11	72	64	9	41	67	92	97	35	76	54	1	46	74	21	88	44	68	92	41	92	64	32	48	7	78	74	95	14	21	23	82	41	46	15	77	33	17	100	13	11	80	17	77	37	32	69	98	43	84	9	24	96	5	41	100	63	82	88	73	33	43	11	49	26	27	12	35	56	73	88	93	30	2	17	
78	100	89	61	56	87	25	42	81	79	87	78	95	70	49	8	65	27	66	72	23	65	96	59	86	91	95	42	22	86	23	45	78	47	78	21	16	58	58	21	30	52	34	14	77	93	92	1	77	76	72	31	92	87	29	8	36	18	35	77	98	9	9	53	1	60	23	32	82	24	6	80	38	87	41	3	29	82	84	7	64	69	91	83	69	7	96	8	92	57	80	96	98	95	35	37	4	50	12	100	
36	23	75	93	7	57	35	80	28	42	33	13	28	94	89	90	88	75	52	58	52	89	42	27	36	88	96	11	20	18	26	68	38	15	59	86	48	74	1	16	18	58	25	6	17	28	48	78	4	92	46	14	40	79	79	6	44	46	18	87	79	67	37	86	69	30	57	59	8	6	47	49	8	38	5	57	70	37	96	1	33	84	62	15	11	21	90	43	59	27	80	90	5	45	47	47	11	81	34	11	
27	18	62	8	36	13	48	4	50	19	43	9	93	16	60	64	88	99	2	75	77	31	41	79	0	0	31	21	77	4	53	90	23	74	60	74	37	83	71	77	33	83	19	97	72	30	14	72	83	61	54	14	75	36	11	26	79	97	30	0	11	57	6	35	76	4	43	97	67	13	64	11	22	22	81	100	68	54	2	80	45	87	17	13	38	4	37	34	48	22	15	9	51	30	100	5	73	4	13	90	
22	48	32	27	94	99	94	26	10	47	98	79	60	87	26	62	39	55	45	64	37	42	89	68	60	16	2	77	51	69	94	36	79	93	20	22	54	30	97	10	35	16	52	76	37	37	66	58	94	25	19	84	34	6	74	29	33	15	32	49	3	96	14	20	26	76	3	86	90	64	68	56	60	46	64	8	2	7	59	62	82	16	18	76	34	52	25	61	1	74	50	59	34	2	87	62	34	76	46	62	
25	73	74	29	56	13	44	5	57	2	89	97	24	50	53	97	81	72	53	69	61	31	59	79	4	31	84	13	42	88	94	14	39	59	8	31	12	86	37	78	65	93	35	91	47	84	62	56	3	97	5	6	50	20	13	2	7	28	44	84	70	83	67	41	52	64	52	80	63	7	67	98	41	13	66	100	5	36	95	37	98	52	82	20	98	18	96	60	48	1	74	68	26	89	100	82	67	15	28	38	
63	52	14	90	4	40	18	34	10	88	91	6	40	54	6	61	98	97	50	3	52	79	82	49	37	3	25	25	49	42	65	80	23	63	50	79	74	91	38	42	3	7	33	58	32	97	42	58	34	44	0	31	10	24	82	32	28	39	1	25	82	62	24	87	44	61	37	65	34	81	8	88	40	21	93	41	98	58	43	33	50	64	83	84	18	23	38	56	40	38	63	34	90	10	87	55	90	33	65	74	
32	82	29	81	34	42	4	31	87	4	100	69	3	99	87	33	47	47	58	33	17	45	40	5	14	89	67	49	51	36	37	9	53	85	25	19	4	7	21	42	22	9	56	97	51	47	24	52	96	19	25	57	25	85	21	75	45	69	70	100	27	60	87	52	2	42	63	94	45	93	90	5	17	60	23	10	59	100	4	57	83	27	47	45	39	97	58	0	11	80	2	8	97	58	84	43	66	58	56	19	
35	23	67	43	0	74	44	18	3	77	71	85	93	22	35	38	47	35	99	20	15	34	62	48	75	6	89	59	7	68	94	26	8	64	32	85	60	11	62	43	73	87	71	31	32	95	83	88	76	88	31	17	29	58	87	41	66	63	49	52	56	4	14	76	75	92	34	1	29	25	76	48	90	38	79	47	84	83	72	71	46	91	2	5	11	42	77	84	29	91	30	77	12	41	53	66	0	54	17	93	
0	37	71	28	78	62	43	54	62	60	18	89	21	88	14	50	96	46	83	37	95	83	52	75	76	33	94	9	6	26	91	81	79	61	62	37	49	41	27	39	39	27	73	43	52	13	35	6	29	64	93	34	79	48	27	46	30	71	8	26	5	57	27	63	27	92	62	71	60	18	82	68	69	76	90	66	16	100	31	16	97	13	58	37	90	63	54	70	43	15	75	79	16	22	31	80	6	96	98	48	
85	3	21	13	16	22	23	95	46	91	36	3	55	35	36	84	96	18	33	76	6	74	19	84	44	18	100	96	75	36	47	0	67	66	50	66	61	5	26	67	10	34	23	52	75	75	99	29	35	45	15	23	18	36	39	67	74	19	50	7	14	18	68	18	9	39	75	42	80	92	100	78	56	55	28	20	71	100	37	2	94	17	21	71	47	91	21	14	94	26	19	60	13	60	37	9	25	57	1	55	
66	2	90	44	29	72	34	52	96	41	9	6	28	44	30	88	93	82	46	73	21	1	23	45	38	100	77	83	58	45	87	12	69	98	25	48	3	87	33	84	92	43	63	19	69	9	36	99	46	95	47	22	61	22	13	47	73	69	52	61	53	82	57	36	91	43	63	50	49	23	39	89	73	58	77	72	21	64	5	22	38	76	7	0	27	72	76	62	46	44	39	22	91	91	84	63	58	21	59	31	
2	99	18	47	18	13	76	22	20	54	38	55	11	28	94	91	1	4	9	36	39	93	57	42	29	55	27	58	48	37	78	29	87	86	73	66	95	24	22	89	55	88	91	76	57	59	11	73	4	10	35	44	42	100	80	93	0	70	59	42	37	88	74	7	25	24	4	43	94	92	96	29	63	34	97	43	38	92	46	9	85	54	1	98	92	6	92	27	24	61	94	75	58	20	99	58	23	33	37	100	
45	64	98	15	83	25	19	51	52	47	22	96	88	7	36	20	66	13	54	43	42	72	61	81	24	100	20	85	27	84	95	27	55	41	23	86	7	32	38	78	19	81	9	8	100	86	74	85	99	84	57	51	99	58	80	8	41	67	9	19	5	34	45	6	49	50	62	64	66	16	61	9	13	58	67	50	24	85	88	23	1	19	31	94	33	86	1	91	39	64	12	57	0	62	68	30	35	47	31	72	
15	13	94	55	50	74	36	68	21	66	1	3	44	14	43	95	87	17	6	71	56	72	95	90	63	87	85	37	57	32	52	91	32	94	62	21	30	9	37	58	66	47	65	27	82	50	72	6	1	56	65	94	45	95	81	73	41	36	72	40	7	16	100	77	11	10	39	45	32	19	60	55	90	53	30	55	50	44	56	28	41	34	99	24	78	83	27	19	10	18	97	100	32	94	51	82	11	38	8	3	
29	39	33	42	53	58	0	61	51	47	96	21	71	82	8	100	58	85	55	39	18	25	96	85	40	51	84	46	10	65	5	79	64	48	71	67	31	47	17	84	99	56	21	42	70	51	51	64	49	66	85	11	40	75	31	98	75	3	26	81	64	38	3	70	10	84	34	33	94	62	57	53	100	57	25	86	68	34	9	23	60	95	4	66	28	89	97	80	91	80	83	50	87	1	53	62	68	76	17	19	
50	3	19	5	29	9	55	62	21	90	84	44	75	32	7	23	12	61	36	15	66	12	34	24	81	19	33	97	59	12	58	60	78	79	62	86	53	5	60	11	67	45	8	100	12	100	83	31	50	1	1	62	64	30	56	12	74	35	89	53	83	25	46	93	38	59	32	97	48	19	3	62	71	18	95	25	99	94	50	31	47	9	65	94	100	51	7	8	13	75	24	84	43	38	16	13	60	5	89	32	
94	64	50	90	14	35	62	38	89	92	72	66	63	46	33	86	18	45	24	15	90	79	65	81	93	76	30	31	86	61	75	83	43	92	22	47	84	99	50	37	50	29	67	43	69	77	27	40	69	9	50	70	41	18	92	56	1	33	92	99	38	28	6	39	27	18	14	54	33	80	87	20	68	38	95	68	98	83	78	37	92	57	39	34	12	34	17	83	1	6	86	25	35	33	23	11	67	39	72	47	
6	22	83	23	31	26	43	15	39	65	20	71	76	39	98	46	49	79	25	61	67	59	72	59	13	41	26	37	0	34	60	91	11	76	43	89	13	4	33	46	25	18	79	51	13	91	54	29	42	24	1	85	35	76	47	75	23	76	81	37	46	41	12	58	30	20	98	32	14	3	69	100	88	82	92	27	48	79	15	87	72	6	98	79	16	94	11	52	40	59	34	59	80	8	98	88	65	6	1	73	
13	61	34	8	50	32	85	72	96	82	7	4	65	83	34	74	67	40	77	80	87	31	88	74	42	63	15	59	24	81	48	2	22	77	12	12	61	94	2	82	24	45	57	34	71	85	69	24	37	78	6	80	59	41	30	12	34	11	84	14	13	28	39	24	69	15	15	17	49	41	20	84	83	69	98	14	46	90	51	65	63	48	89	89	31	3	22	12	73	30	1	74	85	15	20	60	100	21	51	21	
23	67	64	62	12	77	26	59	72	31	55	32	61	64	90	98	44	29	78	23	41	92	17	55	16	56	39	25	54	64	80	52	70	19	93	92	6	22	58	90	38	82	22	42	12	15	22	58	84	72	68	61	1	36	42	19	3	90	55	98	32	69	78	97	77	67	81	2	92	38	71	54	72	2	34	32	40	7	94	25	12	61	73	56	76	16	16	27	42	64	79	81	58	67	77	22	34	39	41	13	
83	30	97	65	44	46	69	84	40	85	93	57	28	81	50	44	82	4	73	51	6	23	96	89	43	65	82	67	7	64	51	78	60	53	62	31	89	78	63	82	4	69	99	60	25	45	13	79	45	64	11	88	42	37	84	97	32	28	19	9	42	26	48	11	32	93	69	18	9	65	43	97	18	31	47	67	12	75	11	31	99	51	86	72	88	7	25	0	71	41	19	74	51	28	69	70	82	45	66	23	
4	43	96	12	11	22	54	58	98	1	51	59	29	74	38	91	95	39	66	19	93	7	64	72	21	51	75	62	44	11	13	18	7	56	84	40	15	1	39	18	74	67	1	57	90	58	55	21	15	90	97	76	79	56	96	34	54	53	9	62	53	12	80	12	32	58	60	95	61	42	89	40	35	19	61	79	62	93	83	74	22	62	67	44	42	23	19	67	57	6	25	85	36	22	19	40	49	59	85	33	
62	72	25	3	28	36	64	27	45	14	55	49	50	3	49	23	53	86	0	37	7	12	2	39	32	48	24	57	33	16	100	2	15	3	65	47	98	78	4	88	24	41	34	98	25	8	26	93	12	12	45	66	7	91	66	83	66	94	93	5	89	3	88	8	19	76	46	79	73	19	47	37	54	12	45	16	65	11	37	92	37	11	86	65	55	56	25	50	35	44	14	19	6	32	83	89	39	28	37	38	
91	10	54	4	38	82	62	61	60	61	32	23	36	56	32	75	83	0	75	29	66	75	51	43	21	55	100	7	17	87	32	85	94	63	26	33	23	3	96	75	36	0	43	57	55	36	14	65	84	14	1	48	45	29	90	83	95	50	95	19	49	12	38	95	1	29	60	76	32	76	77	96	30	24	66	14	81	100	40	95	50	95	100	83	24	9	1	72	40	89	26	48	27	77	0	15	57	24	85	56	
94	35	72	81	19	66	16	90	89	47	36	43	22	34	9	64	5	72	27	78	43	11	39	88	10	44	89	71	4	41	74	36	54	21	11	34	36	74	56	84	95	62	63	53	81	61	5	17	64	76	60	71	96	34	67	82	80	83	27	82	80	100	34	57	15	75	74	76	77	70	71	25	31	69	1	68	32	58	34	90	10	50	99	21	76	36	29	33	54	29	0	32	73	90	98	55	52	3	78	31	
