81	65	23	1	67	14	81	10	0	78	41	10	15	91	79	76	41	90	6	17	2	49	2	86	49	45	4	94	100	28	40	69	56	30	72	57	76	22	69	49	64	85	39	26	69	13	22	70	18	49	6	8	22	70	2	21	81	34	10	51	73	47	13	29	43	5	62	15	77	62	90	5	71	93	92	61	32	67	31	14	51	58	90	62	46	69	96	82	38	24	41	15	73	74	90	37	64	57	33	4	
63	91	54	28	41	72	93	64	46	22	87	43	88	99	46	87	15	72	69	79	28	46	61	33	12	42	38	9	79	19	93	70	35	79	28	96	81	94	76	26	25	89	91	82	45	2	39	65	23	19	91	31	42	26	27	30	80	33	86	77	62	54	25	50	36	94	71	1	34	68	99	24	32	44	24	20	84	98	72	12	26	33	98	3	52	94	40	17	35	6	51	77	4	67	33	22	64	24	52	42	
8	16	67	75	10	76	55	26	68	63	19	92	19	7	6	74	67	76	18	41	0	100	38	0	30	3	62	70	59	24	95	13	99	96	64	87	45	41	61	80	95	14	68	34	99	84	53	21	80	10	13	42	15	27	90	29	76	51	76	65	16	62	61	52	81	97	45	18	60	25	51	67	46	40	44	95	87	5	33	41	16	88	68	48	70	36	16	54	5	72	29	77	30	84	69	74	20	87	65	90	
64	22	69	90	28	95	45	57	24	62	94	38	23	86	48	25	13	35	35	99	92	81	51	79	96	1	62	13	13	78	18	27	96	35	83	30	57	64	56	9	21	57	47	49	48	49	21	64	49	3	64	47	100	58	90	31	18	82	42	9	53	9	98	6	81	66	73	70	36	29	37	38	61	36	59	53	60	24	58	46	15	33	52	5	13	62	79	23	31	30	3	36	2	42	99	22	41	54	20	4	
26	30	81	69	16	88	86	54	8	100	65	75	76	68	25	38	70	6	18	73	20	85	74	72	61	37	60	61	80	76	75	44	0	56	18	64	83	83	34	43	13	58	94	90	86	64	15	99	83	60	73	6	28	87	78	90	51	19	42	19	47	16	83	58	12	40	38	63	17	69	74	74	90	55	27	61	32	10	85	36	13	45	57	53	86	28	44	84	31	52	17	51	55	51	93	98	59	92	37	23	
92	93	43	96	37	79	54	3	66	98	45	64	53	21	21	84	36	46	61	63	25	23	93	82	10	35	80	20	17	34	28	24	34	27	69	90	63	85	38	37	42	66	52	80	43	63	1	43	53	11	87	7	90	81	6	76	30	18	77	53	84	62	49	11	38	34	68	41	81	80	82	14	78	76	21	81	35	29	60	57	52	52	34	41	16	63	97	43	75	90	18	2	34	33	48	7	16	43	50	88	
93	46	45	88	9	52	3	89	92	71	66	59	94	25	74	39	98	0	74	52	21	23	8	19	59	75	30	52	11	66	76	13	62	46	76	88	16	7	0	60	30	82	39	13	19	44	72	64	33	67	84	6	9	1	1	41	50	17	81	9	85	0	48	10	9	22	8	2	70	91	47	7	83	48	7	40	59	68	46	8	97	42	67	17	78	66	16	43	82	4	18	61	1	76	36	75	15	65	7	69	
46	69	61	91	52	76	7	87	53	36	5	52	65	77	17	42	2	28	85	40	18	15	47	79	86	67	48	86	4	36	7	84	91	33	1	62	26	72	49	43	29	97	55	75	15	74	52	9	62	4	43	55	83	98	49	27	81	6	7	16	42	19	68	61	9	92	64	12	63	43	25	97	82	84	47	36	46	61	77	36	47	47	70	82	26	0	96	99	56	76	42	63	93	84	5	46	89	28	74	15	
38	2	4	0	43	59	64	0	36	25	64	56	6	93	31	76	41	35	57	97	0	38	36	89	80	82	51	27	15	31	44	47	55	25	23	24	76	66	77	44	43	9	100	59	45	57	81	25	71	99	96	37	31	86	58	11	48	52	40	63	29	99	80	46	67	34	97	40	86	13	70	80	82	31	5	3	55	21	100	69	88	48	15	52	82	8	13	64	3	14	65	89	33	42	37	49	20	11	39	48	
6	22	93	25	17	54	9	15	90	72	19	28	100	17	51	50	26	58	95	23	65	75	24	7	86	35	34	36	58	94	8	96	88	84	55	33	26	12	8	57	63	69	4	79	27	45	53	82	83	58	22	41	71	84	40	32	89	0	2	19	55	45	83	17	1	34	69	30	72	12	13	87	74	17	30	89	76	16	57	34	43	76	100	57	3	95	60	77	77	48	100	99	61	53	55	41	65	91	91	9	
