56	18	8	76	84	54	4	23	75	34	67	62	96	3	28	65	61	67	45	67	34	96	56	45	91	41	99	72	80	0	52	32	53	45	10	44	50	21	29	77	70	30	65	34	18	59	27	26	57	57	52	84	47	66	73	76	16	79	54	89	44	94	59	4	75	82	89	91	2	29	38	92	16	57	82	53	61	68	94	73	60	35	96	36	53	12	6	58	32	92	54	23	24	19	6	71	48	92	58	0	15	61	58	72	75	68	6	95	33	84	73	86	96	57	49	81	41	57	11	71	97	93	91	76	8	4	24	76	100	82	11	94	98	44	52	61	40	25	60	27	76	40	0	18	51	67	78	22	52	92	29	14	29	8	53	2	5	83	85	0	14	34	89	73	2	7	31	53	69	6	65	62	72	35	9	62	91	22	0	30	9	39	95	76	76	38	34	5	57	89	45	25	57	59	29	14	44	39	13	100	
70	7	33	34	1	98	80	83	77	99	84	89	24	3	4	57	7	18	98	75	41	99	84	52	86	58	96	49	31	66	41	38	22	79	50	43	55	58	99	14	96	15	32	24	49	44	80	11	96	38	98	24	81	15	61	71	31	62	75	43	68	14	81	10	66	38	8	5	38	9	5	65	87	93	34	7	6	47	64	76	85	13	31	58	55	9	53	93	37	29	53	8	60	58	54	43	55	52	98	47	97	11	25	65	8	33	72	47	95	39	9	54	39	100	59	8	99	20	10	33	7	32	51	78	61	22	51	36	46	78	27	46	37	1	87	39	69	48	27	85	22	1	42	55	84	62	50	76	83	49	54	85	6	93	99	43	93	53	3	85	93	91	67	32	98	26	15	92	54	76	93	25	95	87	40	27	40	59	25	32	32	80	40	28	65	8	24	71	27	20	2	99	18	29	35	97	18	0	69	13	
10	61	74	15	19	56	99	8	80	48	89	2	14	97	36	31	3	85	15	20	37	7	20	54	24	45	39	58	11	67	14	97	69	61	5	70	24	95	7	66	77	16	34	21	17	61	20	62	50	94	18	18	58	9	3	30	52	35	64	12	18	13	38	64	44	1	49	30	34	25	31	62	38	39	0	86	14	45	83	7	88	51	43	51	14	27	10	78	41	18	72	33	28	6	47	29	22	28	21	24	20	54	99	37	5	96	4	72	11	96	5	82	59	6	53	13	75	1	41	27	1	53	53	93	64	10	95	73	14	27	97	91	94	89	23	79	14	76	95	33	6	50	100	71	59	7	66	91	97	4	3	89	18	24	39	46	20	52	30	14	15	94	12	10	97	83	34	64	7	70	4	91	30	82	39	81	24	23	4	0	100	63	85	4	51	75	94	9	23	52	83	2	97	0	33	79	27	61	42	77	
89	98	43	54	82	6	47	50	72	1	57	70	78	25	24	47	84	88	8	15	42	19	13	79	92	6	63	30	70	13	20	79	98	93	55	26	53	25	76	49	95	96	81	63	26	47	42	73	54	95	95	3	47	94	14	21	45	8	4	10	55	15	65	87	7	63	29	53	75	31	83	38	70	90	90	32	83	84	36	93	4	22	13	36	38	74	77	33	41	14	17	43	90	89	45	44	22	25	8	10	12	51	11	31	96	58	82	11	66	54	55	48	2	56	34	78	49	64	23	20	11	2	73	3	86	13	38	59	96	56	98	35	1	95	80	35	62	94	8	46	94	14	80	94	88	36	33	1	17	75	24	88	92	39	12	17	59	44	42	45	25	21	19	35	76	86	95	94	3	39	85	40	51	20	34	58	32	88	100	60	94	73	67	0	15	20	90	9	81	11	39	70	19	21	100	87	45	12	44	97	
92	89	74	11	6	66	39	83	62	33	46	44	54	28	85	64	51	2	13	5	52	61	11	92	29	43	56	87	36	28	52	3	84	82	65	87	99	26	53	56	26	94	45	85	89	88	21	40	19	52	69	62	30	54	57	5	80	72	16	40	28	11	15	88	60	97	43	52	96	49	72	75	41	80	91	8	23	77	72	27	62	21	7	98	95	57	18	69	31	12	74	30	63	13	13	82	1	37	77	29	87	17	18	49	68	7	49	88	86	96	33	7	45	0	78	25	52	94	23	75	62	95	58	33	87	4	3	87	37	81	71	33	12	42	40	83	16	65	66	68	14	84	16	28	71	51	31	62	26	49	62	33	42	90	49	58	28	40	80	93	38	49	59	79	93	40	83	32	18	35	5	15	83	49	16	10	88	40	91	47	33	47	11	2	54	5	40	40	23	87	5	29	24	88	89	49	70	54	44	20	
22	86	45	61	82	10	51	98	100	11	47	42	56	41	13	93	9	82	67	11	25	48	71	96	11	62	42	49	1	43	6	81	46	99	78	65	66	44	73	31	0	38	25	33	14	76	28	38	24	38	18	71	82	70	29	94	13	40	41	68	69	65	50	4	73	35	95	7	21	58	25	54	21	38	48	86	16	30	13	54	70	7	15	72	17	11	76	6	39	69	41	48	60	47	74	3	30	7	100	45	29	40	85	31	72	45	47	45	90	94	89	74	50	5	84	45	18	38	36	47	20	17	87	2	53	23	24	17	76	56	32	12	70	30	53	53	80	32	16	44	50	81	54	71	84	61	98	75	52	88	49	12	21	0	99	58	82	30	70	97	68	30	81	9	68	86	36	84	82	76	51	0	24	69	31	0	9	81	97	29	56	88	1	7	19	48	59	21	39	55	41	79	69	19	0	15	0	29	38	36	
46	3	60	54	47	100	40	65	25	26	65	18	78	44	79	94	49	15	14	13	38	19	32	74	0	31	88	43	2	46	31	66	11	37	63	84	87	80	92	37	37	9	63	93	93	52	16	19	10	45	84	43	15	8	6	87	30	61	35	36	23	30	0	30	48	66	67	46	77	68	26	22	10	53	75	55	11	71	91	1	11	39	14	48	30	61	46	50	23	53	33	23	37	52	52	61	34	31	48	91	11	52	4	13	91	57	46	45	21	34	83	96	90	43	31	99	9	4	51	0	34	75	57	28	42	12	81	94	24	49	77	32	51	82	74	44	34	17	16	88	77	94	25	38	17	52	85	40	87	90	83	85	7	78	62	60	61	10	86	36	43	64	50	18	90	67	57	78	89	23	2	76	31	94	26	99	79	61	77	15	29	25	45	23	68	50	67	15	16	55	89	59	79	34	36	21	26	77	71	50	
16	58	54	12	15	47	7	60	85	89	43	23	90	45	2	84	64	93	76	9	10	16	70	61	88	45	27	68	45	88	59	28	34	45	30	52	69	63	100	83	7	71	16	50	92	78	32	80	2	60	83	42	54	82	7	90	41	54	19	95	9	99	66	69	74	93	75	76	90	58	2	87	55	44	39	13	54	82	54	49	51	82	81	75	38	34	9	73	3	32	72	69	52	90	15	48	76	41	49	41	18	75	77	26	92	44	100	42	53	33	64	62	6	48	63	9	94	95	4	34	26	13	13	36	62	48	29	95	7	45	46	83	75	17	36	20	8	2	94	82	13	31	76	93	56	14	53	2	53	21	83	10	82	36	24	27	47	11	74	14	80	35	0	49	99	86	9	70	99	73	96	88	43	11	59	83	87	13	93	82	48	85	10	39	2	87	1	83	43	88	91	21	45	83	37	22	4	53	96	49	
17	90	38	35	97	7	14	73	87	37	29	78	23	16	6	5	88	33	44	59	58	99	75	12	79	80	38	75	52	100	80	88	6	94	87	15	40	87	5	61	97	96	76	83	11	34	18	24	79	91	67	78	67	24	99	19	14	29	36	41	64	45	48	54	100	38	79	72	47	42	85	63	62	84	91	90	4	89	34	40	2	63	20	7	55	64	20	67	49	24	39	14	27	82	15	73	59	16	24	23	31	89	37	25	67	39	14	95	81	86	88	33	62	69	80	4	23	78	76	95	95	68	97	43	17	85	77	36	8	92	0	64	27	46	94	6	25	82	40	75	34	6	71	45	32	66	89	10	39	28	79	100	84	84	43	82	3	4	33	72	83	55	68	40	54	27	57	93	83	35	37	44	42	17	86	15	39	18	78	10	7	66	42	73	52	43	55	60	68	36	8	66	96	26	30	62	90	90	77	81	
2	75	9	34	24	97	34	36	70	34	22	80	62	34	81	47	52	62	98	13	90	72	79	39	21	79	4	75	98	75	94	99	61	50	17	49	21	9	75	55	81	66	88	90	1	54	81	47	85	33	15	8	31	12	26	75	73	25	65	42	1	36	43	95	91	91	83	36	95	82	63	72	46	77	88	59	82	44	46	1	73	19	63	26	38	15	30	28	82	56	52	9	57	81	82	41	2	24	50	23	100	79	63	54	39	48	25	53	27	10	31	38	98	48	27	53	4	53	11	42	62	39	50	46	63	20	52	63	5	21	6	43	44	85	30	94	47	12	97	41	60	18	27	59	92	99	71	32	100	15	31	59	77	21	63	93	36	87	7	59	26	40	34	66	66	62	30	68	43	20	71	4	76	48	83	90	35	83	18	63	84	91	73	29	92	24	57	23	16	98	58	4	43	66	57	60	72	19	94	85	
